CustomerID,VehicleType,Model,km,StartingStation,DestinationStation,City,Review
3459,Bike,nothing156,61.84,Sunport Station,Columbus Commons,Stockton,4
3459,Car,reduce598,79.77,Stockyards Station,St. Charles Avenue,Colorado Springs,0
3459,Car,tonight642,44.31,Cary Station,Downtown Transit Center,Boston,3
3460,Bike,method935,40.52,Downtown Transit Center,GTA Depot,Anchorage,3
3461,Car,world750,11.14,Denver Avenue Station,New Center,Houston,2
3461,Car,you668,84.79,Hamburg Pavilion,Powell Street Station,Arlington,4
3462,Bicycle,both565,79.09,Arlington Transit Station,West End Station,Phoenix,0
3462,Bicycle,by498,55.54,Alma School Station,Capitol Station,Dallas,3
3462,Bike,paper852,69.99,Broadway Station,St. Charles Avenue,Minneapolis,2
3462,Car,single245,94.59,Mountain Metro Station,Tamien Station,Chicago,4
3463,Bicycle,by498,54.82,Anaheim Canyon,Berryessa Station,Philadelphia,1
3463,Bike,half517,34.25,Brundage Station,Downtown Transit Center,San Diego,1
3463,Bike,main531,70.83,Okeechobee Station,Whiting Street Station,Omaha,3
3463,Bike,nation734,34.08,Ayers Station,Third Ward Station,Miami,2
3463,Bike,old687,24.57,UK Campus Station,Downtown Station,Cleveland,1
3464,Bike,ground556,66.18,Stockyards Station,Milwaukee Intermodal Station,Denver,2
3464,Car,reduce598,96.09,Pearl Station,Aragona Village,Houston,1
3465,Bike,meet406,99.47,Aurora Metro Center,Cary Station,Irvine,1
3466,Bicycle,able668,43.5,Pikes Peak Station,Lynx Central Station,Philadelphia,4
3466,Bike,industry781,95.62,Stockton Station,Liberty Street,Oakland,1
3466,Bike,realize232,67.64,Quarry Market,Linden Station,El Paso,0
3467,Bike,group459,11.12,Target Field Station,Pershing Square,Plano,2
3467,Bike,middle530,87.76,Aragona Village,Cathedral Square,Honolulu,5
3467,Car,Republican575,37.12,Back Bay Station,Sacramento Valley Station,Plano,3
3468,Bike,inside924,43.77,Broadway Station,Riverplace Station,Fort Worth,0
3468,Car,visit155,17.07,Pearl Station,19th Street Station,Portland,2
3469,Bike,major616,64.61,Kern Station,Culver Drive Station,Louisville,2
3469,Bike,message730,56.05,Five Points Station,Ogilvie Transportation Center,Stockton,1
3469,Bike,morning188,67.26,Rosa Parks Station,Mockingbird Station,Baltimore,4
3469,Bike,peace913,81.11,Lodi Station,Kern Station,Plano,2
3469,Car,why108,3.52,West End Station,South Main Street,New Orleans,4
3470,Bicycle,attack869,29.73,ARTIC Station,Government Center,Denver,4
3471,Bicycle,by498,35.29,Powell Street Station,Union Station,Honolulu,2
3471,Bicycle,effect321,7.26,GTA Depot,19th Street Station,Greensboro,2
3471,Car,whom371,52.21,Union Station,Kings Avenue Station,Dallas,5
3472,Car,receive117,30.88,Donelson Station,Amtrak Station,Stockton,0
3472,Car,sell214,69.56,Texas A&M University Station,Lexington Market,Virginia Beach,0
3472,Car,though502,73.76,GTA Depot,Durham Station,Honolulu,1
3472,Car,until491,50.62,Midtown Station,Irvine Station,Oakland,3
3473,Car,sometimes970,81.88,Southpoint Mall,Broadway Station,Detroit,3
3474,Bicycle,daughter253,20.72,Alkali Flat/La Valentina,Linden Station,Aurora,5
3474,Bike,middle530,22.55,Main Street Square,Rosemont Station,Colorado Springs,4
3474,Bike,provide514,80.14,Delano Station,Alston Avenue,New York,1
3474,Car,you668,34.3,Grand Central,Encanto/Central Ave,Tampa,1
3475,Bicycle,campaign681,74.84,Diridon Station,Union Passenger Terminal,Louisville,0
3475,Bicycle,choose351,63.88,Bonneville Transit Center,Alton Parkway,Fort Worth,0
3475,Bicycle,dark711,97.87,Charles Center Station,Metro Center,Baltimore,1
3475,Bike,industry317,59.54,Broad Street Line,Nine Mile Station,Houston,3
3475,Bike,middle530,11.58,Downtown Station,Haymarket Station,Stockton,5
3475,Bike,nothing156,42.49,Gallery Place,Warehouse District,Seattle,1
3475,Car,so711,69.54,Carondelet Street Station,Eagle River,New Orleans,5
3476,Bicycle,bit862,71.61,Anthem Parkway,LaSalle Street,Jacksonville,5
3476,Bicycle,form808,73.79,Donelson Station,19th Street Station,Jacksonville,3
3476,Bike,others323,29.25,Grand Central,Amtrak Station,Arlington,5
3476,Bike,peace145,5.29,Music City Central,Scaleybark Station,Baltimore,3
3476,Car,reduce598,98.62,Nine Mile Station,Union Passenger Terminal,Louisville,0
3476,Car,seat130,69.68,Pershing Square,Sunport Station,Jacksonville,0
3476,Car,star370,32.12,Hemming Park,Hollywood/NE 42nd Ave,Las Vegas,0
3477,Bicycle,every622,39.09,Liberty Street,Parker Road Station,Sacramento,1
3477,Car,rock718,21.64,New Center,East/West Boulevard,Las Vegas,4
3478,Bicycle,bit862,53.02,Union Station,Green Valley Station,Bakersfield,2
3478,Bike,probably583,35.04,Downtown Wichita,HART Downtown Station,Detroit,4
3478,Bike,purpose417,9.29,Goose Hollow,Transit Center Station,Tulsa,2
3478,Car,sort931,29.7,Encanto/Central Ave,Central Station,San Francisco,3
3479,Bicycle,form808,95.47,13th Street Station,Iliff Station,Phoenix,4
3479,Bike,old687,6.62,Rosemont Station,Embarcadero Station,Virginia Beach,2
3479,Bike,operation269,86.78,Diridon Station,Whiting Street Station,Cincinnati,4
3479,Car,single245,15.48,Military Highway,Sycamore/Main Street,San Diego,5
3480,Bicycle,court168,44.76,Five Points Station,Pearlridge Station,Virginia Beach,2
3480,Bicycle,environment918,93.69,Union Station,Brickell Station,Fresno,1
3481,Bicycle,campaign681,86.88,Pikes Peak Station,UK Campus Station,Durham,4
3481,Bicycle,decade755,41.31,12th Street Station,Charles Center Station,Seattle,0
3481,Bicycle,form808,85.3,Riverfront Transit Center,Texas A&M University Station,Portland,3
3481,Bike,late274,83.58,Arena District Station,Brickell Station,Arlington,0
3481,Bike,out797,67.41,Charles Center Station,Sand Lake Road,Detroit,4
3481,Car,side812,29.9,Fayette Mall Station,Montgomery Street Station,Corpus Christi,4
3481,Car,total312,95.33,Crestview Station,Ala Moana Station,Atlanta,5
3482,Bike,new216,44.52,Embarcadero Station,Lodi Station,Stockton,5
3482,Car,something123,64.44,Union Avenue Station,Riverfront Transit Center,Albuquerque,2
3482,Car,until491,37.3,Los Ranchos/Journal Center,13th Street Station,Mesa,0
3483,Bicycle,bring400,59.6,Lakeline Station,Millard Station,Lexington,1
3483,Bicycle,decade755,72.73,Gallery Place,Downtown Station,Colorado Springs,4
3483,Bike,industry808,38.3,Milwaukee Intermodal Station,Pearlridge Station,St. Louis,2
3483,Car,specific544,91.49,Alma School Station,Cary Station,Oakland,3
3484,Bicycle,board485,44.67,Linden Station,Nicollet Mall Station,Arlington,2
3484,Bike,paper852,79.85,Downtown Station,Liberty Street,Charlotte,5
3484,Car,size977,79.66,Diridon Station,Durham Station,Sacramento,2
3485,Bicycle,daughter253,94.39,Downtown Transit Center,Iliff Station,El Paso,2
3485,Bike,new216,48.63,Government Center,Eagle River,Pittsburgh,4
3485,Car,set719,2.6,Alston Avenue,El Paso Streetcar,Kansas City,0
3485,Car,whom371,31.1,Green Valley Station,Friendly Center,Louisville,5
3486,Bicycle,court168,18.37,Midtown Station,Civic Center Station,Columbus,2
3486,Bicycle,dark711,6.39,7th Street/Metro Center,Lodi Station,San Diego,4
3486,Bike,inside924,42.15,Union Station,Evans Station,Portland,1
3486,Bike,mission216,55.36,Irvine Station,Superior Station,Portland,1
3486,Car,tonight642,58.06,Broadway Station,12th Street Station,Colorado Springs,1
3486,Car,world750,33.23,South Strip Transfer Terminal,Benson Station,Dallas,1
3487,Car,reduce598,4.02,Downtown Transit Center,Pepsi Center/Elitch Gardens,Boston,4
3487,Car,still338,16.58,City College Station,Downtown Transit Center,Fort Worth,1
3488,Car,sister161,25.47,Milwaukee Intermodal Station,Suburban Station,Cincinnati,0
3488,Car,some938,33.03,Citadel Mall,Hamburg Pavilion,Memphis,2
3488,Car,something123,14.16,Convention Center,Santa Clara Station,Louisville,2
3489,Bike,prevent494,29.48,River Market,Broadway Station,Cleveland,5
3489,Car,receive117,46.87,VIA Metro Center,River Market,San Francisco,0
3489,Car,until491,88.04,Broadway Station,Montano Station,Cincinnati,3
3490,Bike,group459,45.48,Rosemont Station,Sycamore/Main Street,Boston,1
3490,Car,relate578,39.18,Downtown Station,Denver Avenue Station,Greensboro,3
3490,Car,throw562,12.8,Linden Station,Third Ward Station,Atlanta,5
3491,Bicycle,affect205,10.38,Rosemont Station,South Station,Pittsburgh,3
3491,Bicycle,bit862,45.07,Sand Lake Road,Donelson Station,Chicago,2
3491,Bike,herself131,50.93,Broadway Station,Downtown Station,Colorado Springs,1
3492,Bike,group459,52.26,7th Street/Metro Center,French Camp Station,Philadelphia,3
3492,Bike,industry317,60.14,Downtown Transit Center,Downtown Plano,Pittsburgh,4
3492,Car,teach624,54.53,Times Square,Broadway Station,Charlotte,5
3492,Car,than685,14.59,Downtown Station,Liberty Street,Columbus,5
3493,Bicycle,dark711,44.62,River Market,Old Town Transit Center,San Diego,2
3493,Bicycle,election652,21.41,Arena District Station,Five Points Station,Charlotte,3
3493,Bike,morning281,30.35,Nicollet Mall Station,Times Square,Virginia Beach,2
3493,Car,side812,33.1,Penn Station,Civic Center Station,Virginia Beach,5
3493,Car,size977,85.71,Rosa Parks Transit Center,South Station,Tampa,0
3493,Car,still338,79.52,Fulton Street,Irvine Station,Tulsa,1
3494,Bicycle,election652,97.79,Mountain Metro Station,Horizon Ridge,Minneapolis,4
3494,Car,way160,22.71,Denver Avenue Station,Music City Central,Greensboro,4
3495,Bicycle,bring400,9.84,Third Ward Station,Crossroads Mall Station,Fresno,3
3495,Bicycle,eight904,22.08,Sunset Road,Southside Transit Center,Indianapolis,4
3495,Bike,meeting760,46.91,Old Town Wichita,Aurora Metro Center,Raleigh,4
3495,Bike,piece542,77.8,North Station,Warehouse District,Baltimore,5
3495,Bike,rate749,77.47,City Hall Station,US Bank Stadium,Los Angeles,1
3495,Car,sometimes970,35.52,Pearl Station,Stockyards Station,Henderson,3
3496,Bicycle,effect321,43.03,Brundage Station,University of Arizona,San Antonio,2
3496,Bike,purpose417,20.5,Intermodal Transportation Center,Riverfront Transit Center,Lexington,2
3497,Bicycle,black461,39.31,Union Station,Downtown Transit Center,Philadelphia,0
3497,Bicycle,court705,40.83,Charles Center Station,Market East Station,Washington DC,3
3497,Bicycle,eight904,91.19,Goose Hollow,Downtown Station,Philadelphia,3
3497,Bike,group442,86.58,Civic Center Station,Downtown Plano,Plano,2
3497,Car,sport325,16.98,Downtown Transit Center,Civic Center Station,Milwaukee,5
3498,Bike,purpose417,35.61,Civic Center Station,Civic Center Station,Oakland,5
3498,Car,those754,62.83,Michigan Avenue Station,19th Street Station,St. Louis,1
3498,Car,trip382,34.42,Crown Center,Pepsi Center/Elitch Gardens,Irvine,3
3499,Bicycle,easy651,14.25,Peoria Station,Santa Clara Station,Portland,5
3499,Bike,out797,24.56,Arena District Station,Warehouse District,Las Vegas,3
3499,Car,visit419,84.42,Government Center,Old Town Transit Center,Honolulu,5
3500,Bike,nation734,10.15,Sunport Station,Sacramento Valley Station,Fort Worth,3
3500,Bike,piece542,19.92,Union Station,West 25th Street,Cleveland,3
3500,Car,writer502,44.99,Gateway Center,Dimond Center,Phoenix,3
3501,Bike,industry781,39.08,Shrewsbury-Lansdowne I-44,Broadway Station,Tucson,4
3501,Bike,most211,85.28,Cathedral Square,East 55th Street,Wichita,1
3501,Car,research189,82.66,Green Valley Station,South Strip Transfer Terminal,Corpus Christi,1
3501,Car,sort931,23.52,Metro Center,Civic Center Station,Austin,0
3502,Car,such610,8.6,Charles Center Station,University of Arizona,Las Vegas,3
3502,Car,thing952,6.42,Encanto/Central Ave,Fountain Square Station,Plano,0
3502,Car,treatment984,91.58,Sacramento Valley Station,Woodlawn Station,Las Vegas,0
3502,Car,wear591,23.79,Peachtree Center,Transit Center Station,Chicago,4
3503,Bicycle,able668,87.33,Anthem Parkway,Guthrie Green Station,New Orleans,0
3504,Bicycle,concern588,27.42,Downtown Station,Scaleybark Station,Detroit,0
3504,Car,that455,90.34,Tamien Station,North Main Street,Plano,2
3504,Car,trip382,94.66,Times Square,Convention Center,New Orleans,5
3504,Car,where592,71,US Bank Stadium,West Oakland Station,Greensboro,4
3505,Bicycle,everybody737,21.53,Jefferson/1st Ave,Los Ranchos/Journal Center,Pittsburgh,3
3505,Bike,important278,89.35,Penn Station,Duke University,Minneapolis,4
3505,Bike,material103,43.25,Staples Street Station,Penn Station,Fort Worth,0
3505,Car,wear591,24.68,West Oakland Station,Civic Center Station,San Jose,5
3506,Bicycle,court168,23.45,Delmar Station,Sahara Station,Milwaukee,1
3506,Car,teach269,41.55,University Street Station,Country Club Station,Baltimore,5
3507,Bicycle,already175,59.75,Green Valley Station,Suburban Station,Virginia Beach,0
3507,Bike,rate749,19.03,Target Field Station,Ala Moana Station,Tucson,5
3507,Car,reduce598,41.68,Los Ranchos/Journal Center,Goose Hollow,Denver,4
3507,Car,single245,98.28,Museum District,Intermodal Transportation Center,Philadelphia,1
3507,Car,yard386,6.14,Wood Street Station,Pepsi Center/Elitch Gardens,Bakersfield,4
3508,Car,recently555,47.43,Delano Station,East/West Boulevard,Fort Worth,3
3508,Car,recently892,46.84,Southside Transit Center,Ayers Station,Phoenix,4
3508,Car,throw562,66.29,Sahara Station,Central Station,Minneapolis,5
3508,Car,various863,49.98,Friendly Center,Lakeline Station,Colorado Springs,4
3508,Car,world750,2.11,Culver Drive Station,Alvarado Transportation Center,Cincinnati,2
3509,Bicycle,air341,22.77,Glory Road Transit Center,Central Station,Irvine,3
3509,Bicycle,generation834,67.2,Ayers Station,Powell Street Station,Albuquerque,2
3509,Bike,local516,57.53,Old Town Wichita,Cobo Center,Boston,2
3509,Bike,realize232,94.87,Pearlridge Station,Tower District,Phoenix,1
3509,Car,small592,75.8,Civic Center Station,Nine Mile Station,Dallas,0
3509,Car,small592,63.85,Broad Street Line,Horizon Ridge,Minneapolis,1
3510,Bike,hot339,65.32,Union Station,Target Field Station,Portland,2
3510,Bike,paper852,21.54,Old Town Transit Center,Victory Station,Colorado Springs,3
3510,Car,spend345,58.52,Linden Station,Milwaukee Intermodal Station,Anaheim,0
3511,Bicycle,concern588,56.38,Jefferson/1st Ave,Scaleybark Station,Baltimore,2
3511,Bike,method935,10.84,Anaheim Canyon,New Center,Portland,2
3512,Bicycle,board485,88.63,Berryessa Station,Farragut North,El Paso,2
3512,Car,rock127,88.22,Embarcadero Station,Tulane Avenue,Anaheim,4
3512,Car,treatment984,26.56,Central Station,Rosa Parks Station,Fort Worth,3
3513,Bicycle,continue143,39.06,Union Avenue Station,Third Ward Station,Albuquerque,0
3513,Bike,human582,68.8,Cathedral Square,Moore Square Station,Bakersfield,3
3513,Car,some938,19.23,Pearl Station,Woodlawn Station,Baltimore,4
3514,Bicycle,art789,39.03,Victory Station,Glory Road Transit Center,Fort Worth,0
3514,Bike,lose268,55.04,Sahara Station,West Oakland Station,Washington DC,3
3514,Bike,play151,62.09,Union Station,Suburban Station,Jacksonville,2
3515,Bicycle,down542,90.33,Lynx Central Station,Durham Station,Fresno,5
3515,Bicycle,drug756,88.88,Quarry Market,Nine Mile Station,Pittsburgh,1
3515,Bike,new216,19.77,North Station,Diridon Station,Raleigh,5
3515,Bike,out797,52.96,Hollywood/NE 42nd Ave,Midtown Station,Las Vegas,4
3515,Car,reveal311,48.12,Union Passenger Terminal,Preston Street Station,Virginia Beach,1
3515,Car,specific544,29.03,Brundage Station,Preston Street Station,San Antonio,4
3516,Bicycle,effect321,60.63,Citadel Mall,19th Street Station,Fresno,2
3516,Bicycle,generation834,98.99,Disneyland Resort,Central Station,Henderson,2
3516,Bike,half517,49.9,South Strip Transfer Terminal,Bush Turnpike,Las Vegas,3
3516,Bike,herself131,88.98,Superior Station,Union Station,El Paso,1
3516,Bike,medical150,56.81,Market East Station,Lindbergh Center,San Antonio,0
3517,Bicycle,discuss378,66.18,Anchorage Depot,Broadway Station,St. Louis,1
3517,Bike,group442,32.35,Friendly Center,City Market,New Orleans,4
3517,Bike,laugh199,69.61,Encanto/Central Ave,St. Rose of Lima Park,Raleigh,3
3517,Car,relate578,63.94,UNCG Station,Nicollet Mall Station,Oakland,3
3517,Car,side812,71.22,Fulton Street,Broad Street Line,Sacramento,5
3517,Car,whom371,54.38,Fountain Square Station,Downtown Transit Center,Seattle,3
3518,Bicycle,defense776,28.26,Station Square,Montgomery Street Station,St. Louis,5
3518,Bike,middle530,38.93,Downtown Station,Montgomery Street Station,Sacramento,5
3518,Car,sport325,14.36,Union Station,Riverfront Station,St. Louis,0
3519,Bicycle,ball282,5.48,Union Station,City Hall Station,Austin,0
3519,Bicycle,decade755,94.61,Horizon Ridge,Crown Center,Los Angeles,1
3519,Bike,human582,31.91,Encanto/Central Ave,Northland Transit Center,Irvine,1
3519,Car,sometimes970,6.7,Montano Station,Bonneville Transit Center,Corpus Christi,5
3519,Car,while940,6.57,Mountain Metro Station,Charlotte Gateway Station,Tampa,4
3520,Bicycle,air341,51.66,Four Seasons Town Centre,Capitol Station,Milwaukee,1
3520,Bike,nation734,34.51,Station Square,East 55th Street,Boston,1
3520,Bike,piece542,48.03,Westlake Station,Montano Station,Charlotte,2
3520,Car,sort931,28.03,City Market,Carondelet Street Station,Sacramento,0
3520,Car,why108,2.06,19th Street Station,Encanto/Central Ave,Bakersfield,2
3521,Bicycle,eight904,66.26,Government Center,Westlake Station,Lexington,1
3521,Bike,ground556,78.88,St. Charles Avenue,Kings Avenue Station,Plano,3
3521,Car,war143,57.53,GTA Depot,Horizon Ridge,New Orleans,0
3522,Bike,nothing156,26.42,UNCG Station,Fayette Mall Station,Tampa,1
3522,Car,throw562,84.87,Stockton Station,Millard Station,Lexington,2
3523,Bicycle,east242,22.12,Superior Station,Charles Center Station,Las Vegas,3
3523,Bicycle,effect321,7.65,West 25th Street,HART Downtown Station,Washington DC,4
3523,Bike,ground556,56.23,Cary Station,Arena District Station,Philadelphia,1
3523,Car,trip382,55.12,Union Station,Capital Boulevard,Milwaukee,0
3524,Bike,main889,27.35,Station Square,Amtrak Station,Austin,0
3525,Bicycle,culture544,20.38,Virginia Avenue Station,Convention Center,Louisville,4
3525,Bicycle,form808,70.57,Carondelet Street Station,Northland Transit Center,Memphis,1
3525,Bike,important278,36.97,Downtown Station,Penn Station,Los Angeles,5
3525,Car,various863,10.24,Aragona Village,Guthrie Green Station,Corpus Christi,3
3526,Bicycle,cell541,13.23,Tamien Station,Berryessa Station,San Francisco,4
3526,Car,visit155,23.38,Powell Street Station,Kern Station,Austin,2
3527,Bicycle,ball282,67.02,Downtown Station,Transit Center Station,Wichita,0
3527,Bicycle,charge978,90.27,Bell Station,Culver Drive Station,San Diego,5
3527,Bike,half517,98.19,Southside Transit Center,Diridon Station,Phoenix,3
3527,Bike,hot339,78.07,East/West Boulevard,Rosemont Station,Las Vegas,2
3527,Bike,provide514,30.32,Nine Mile Station,Transit Center Station,Tampa,0
3527,Car,relate578,82.57,Market East Station,Broadway Station,Aurora,5
3527,Car,sister161,38.78,Country Club Station,Military Highway,Arlington,5
3527,Car,style264,56.28,Sahara Station,Meadow Woods,Jacksonville,4
3528,Bicycle,decade755,40.53,Superior Station,Pearlridge Station,Plano,5
3528,Bicycle,economic767,75.69,Cincinnati Union Terminal,Denver Avenue Station,Durham,3
3528,Bike,morning188,98.49,Old Town Wichita,Santa Clara Station,San Jose,2
3528,Bike,population327,15.05,Sycamore/Main Street,Mountain Metro Station,San Antonio,4
3529,Bicycle,court705,89.25,Green Valley Station,City College Station,New Orleans,1
3529,Bike,material103,61.17,Ronstadt Transit Center,Broad Street Line,Minneapolis,5
3529,Car,sort931,44.21,Downtown Station,St. Rose of Lima Park,Fresno,5
3529,Car,state345,46.31,Downtown Transit Center,Central Station,Miami,3
3529,Car,visit155,46.25,South Main Street,Liberty Street,Raleigh,1
3530,Car,way160,63.33,Civic Center Station,Alvarado Transportation Center,Oakland,2
3531,Bicycle,easy615,8.84,Central Station,Central Station,Washington DC,5
3531,Car,town838,24.5,Alvarado Transportation Center,Downtown Plano,Boston,1
3532,Bicycle,cell541,100,Pearlridge Station,Downtown Transit Center,Anchorage,5
3532,Bicycle,eight904,4.24,Amtrak Station,Market East Station,New York,3
3532,Bike,peace913,12.14,Downtown Transit Center,Milwaukee Intermodal Station,Pittsburgh,5
3532,Car,side812,82.36,Tower District,Santa Clara Station,Baltimore,1
3533,Bicycle,easy615,1.22,Kings Avenue Station,Penn Station,Tucson,5
3533,Bicycle,election652,22.13,Union Passenger Terminal,Mountain Metro Station,Austin,0
3533,Car,some938,58.66,Jeffrey Road Station,GTA Depot,Colorado Springs,4
3533,Car,until491,5.44,Dimond Center,Civic Center Station,Tulsa,1
3534,Bike,operation269,75.53,Nine Mile Station,Highland Avenue,Memphis,1
3535,Car,relate578,91.37,Metro Center,Nine Mile Station,Nashville,4
3535,Car,seat130,25.43,Sahara Station,Staples Street Station,Louisville,1
3535,Car,under336,4.6,30th Street Station,Lindbergh Center,Colorado Springs,5
3536,Bicycle,down542,95.19,Fulton Mall,Virginia Avenue Station,Nashville,3
3536,Bike,off105,37.07,Museum District,Steel Plaza Station,Omaha,2
3536,Car,recently555,31.62,Berryessa Station,Anchorage Depot,Bakersfield,2
3536,Car,rock718,50.91,Durham Station,Centro Ybor,Tampa,5
3537,Bicycle,control593,89.81,12th Street Station,Centro Ybor,St. Louis,1
3537,Bicycle,doctor366,40.66,Ballston Metro Station,Texas A&M University Station,Plano,1
3537,Bicycle,generation834,27.46,Church Street Station,Montgomery Street Station,San Diego,5
3537,Car,recently555,43.16,Denver Avenue Station,Sunport Station,Oakland,3
3537,Car,still338,77.55,West 25th Street,Farragut North,Anaheim,2
3538,Bicycle,attack869,8.49,River Market,Alamo Station,Baltimore,1
3538,Bicycle,easy651,79.64,Penn Station,Whiting Street Station,Denver,5
3538,Bike,out797,25.96,Union Station,Irvine Station,Kansas City,1
3538,Bike,piece542,75.15,Downtown Transit Center,Rosa Parks Station,Fort Worth,4
3541,Bicycle,eat356,16.42,Charles Center Station,Linden Station,Aurora,2
3541,Car,Republican575,61.43,Sunset Road,Wood Street Station,Phoenix,2
3541,Car,Republican575,31.34,Ronstadt Transit Center,North Station,Baltimore,0
3541,Car,visit419,59.61,Disneyland Resort,Downtown Transit Center,Irvine,5
3542,Bike,important278,17.68,VIA Metro Center,HART Downtown Station,Baltimore,5
3543,Bicycle,course154,81.33,Gateway Center,Disneyland Resort,Stockton,4
3543,Car,reduce598,20.07,Aurora Metro Center,Aragona Village,Nashville,3
3544,Bike,material103,21.4,Durham Station,UNCG Station,San Jose,0
3544,Bike,might296,98.76,Kern Station,Peoria Station,Honolulu,5
3544,Car,sometimes970,25.2,Ala Moana Station,Pikes Peak Station,Boston,3
3545,Bicycle,doctor366,89.9,Military Highway,Crossroads Mall Station,Seattle,5
3545,Bicycle,every622,27.1,Union Station,Texas & Pacific Station,Albuquerque,5
3545,Bike,particularly341,63.16,Civic Center Station,Tower District,Las Vegas,1
3545,Car,research189,62.98,Embarcadero Station,North Station,Jacksonville,5
3546,Bicycle,continue143,61.94,Nine Mile Station,Donelson Station,Detroit,4
3546,Bicycle,down542,15.27,Wood Street Station,Pepsi Center/Elitch Gardens,Memphis,4
3546,Car,spend345,99.54,Santa Fe Depot,Millard Station,Plano,4
3546,Car,thing952,47.98,Auraria West,Fulton Mall,Fort Worth,3
3547,Bike,meet406,57.15,Auraria West,French Camp Station,Seattle,5
3547,Car,rock127,55.15,Music City Central,Highland Avenue,Phoenix,2
3547,Car,though502,90.96,Downtown Transit Center,Union Station,Austin,4
3548,Bicycle,discuss378,43.19,Virginia Avenue Station,Downtown Station,Irvine,2
3548,Bike,provide514,46.84,Anchorage Depot,Evans Station,Tucson,3
3548,Car,some938,66.74,North Main Street,Bush Turnpike,Portland,4
3549,Bike,prevent494,92.12,West 25th Street,Florida Station,Boston,3
3549,Bike,provide514,91.27,Montgomery Street Station,Santa Clara Station,Honolulu,5
3550,Bicycle,east242,99.29,Lexington Market,Metro Center,New York,0
3550,Bicycle,eat356,8.47,Dimond Center,Ayers Station,Jacksonville,0
3550,Bike,inside924,41.95,VIA Metro Center,King Street Station,Anaheim,5
3550,Bike,meeting760,40.67,Milwaukee Intermodal Station,Mockingbird Station,Oakland,4
3550,Bike,peace913,79.88,Gateway Center,Metro Center,New Orleans,4
3551,Bicycle,eight904,41.66,Back Bay Station,Hemming Park,Dallas,5
3551,Bicycle,election652,48.72,Disneyland Resort,Rosa Parks Station,Lexington,5
3552,Bike,laugh199,12.42,Johns Hopkins Hospital Station,West 25th Street,Tampa,3
3552,Car,recently892,1.27,South Strip Transfer Terminal,Superior Station,Tulsa,3
3552,Car,such610,99.62,Peachtree Center,Pikes Peak Station,Raleigh,5
3553,Bicycle,build432,50.41,Charlotte Gateway Station,Crossroads Mall Station,Chicago,5
3553,Car,throw562,29.27,Farragut North,Capital Boulevard,San Jose,2
3554,Bicycle,choose351,50.18,Downtown Transit Center,Fruitvale Station,Oakland,1
3554,Bicycle,court168,46.26,Horizon Ridge,Ayers Station,Tulsa,1
3554,Bike,group459,25.97,12th Street Station,West End Station,Aurora,0
3554,Bike,half517,13.87,Anaheim Canyon,Fulton Mall,Henderson,3
3554,Bike,nice365,20.09,South Main Street,Anthem Parkway,Nashville,3
3555,Bike,hear709,45.14,Capitol Station,Sycamore/Main Street,Durham,2
3555,Bike,paper852,20.23,Mockingbird Station,Dimond Center,Los Angeles,2
3556,Bicycle,election652,47.64,River Market,Downtown Transit Center,Fort Worth,4
3556,Bike,medical150,82.7,Marion Transit Center,Arena District Station,Chicago,3
3556,Bike,morning281,65.39,Lynx Central Station,Grand Central,Louisville,4
3556,Car,reduce598,25.75,Metro Center,Metro Center,Portland,0
3557,Bicycle,choose351,56.6,Carondelet Street Station,Rosemont Station,Tulsa,3
3557,Bicycle,control593,39.52,Santa Clara Station,Broadway Station,Durham,3
3557,Bicycle,develop248,84.34,13th Street Station,Southpoint Mall,Cleveland,2
3557,Car,series705,33.85,Green Valley Station,King Street Station,New York,0
3557,Car,some938,75,Los Ranchos/Journal Center,University of Arizona,Orlando,0
3558,Car,sport325,64.03,Moore Square Station,North Station,Arlington,0
3559,Car,set719,14.26,Downtown Wichita,Arlington Transit Station,Louisville,5
3560,Bicycle,argue857,2.91,Downtown Transit Center,Water Street,Corpus Christi,2
3560,Bicycle,east242,79.12,Victory Station,Newtown Road,Seattle,2
3560,Bike,industry317,29.84,Anchorage Depot,Gaslamp Quarter,Los Angeles,1
3560,Bike,party933,72.59,Santa Clara Station,Intermodal Transportation Center,Omaha,5
3560,Car,than685,18.32,Fulton Mall,30th Street Station,Baltimore,2
3561,Car,though502,93.52,Union Station,Water Street,Nashville,5
3562,Car,reveal311,60.44,Union Passenger Terminal,Centro Ybor,Honolulu,0
3562,Car,throw562,78.83,Santa Clara Station,Centro Ybor,San Diego,1
3563,Bike,nothing156,48.27,Gaslamp Quarter,Pioneer Square Station,Anaheim,3
3563,Car,rock127,23.52,Capital Boulevard,Nine Mile Station,Mesa,5
3563,Car,some938,78.64,Rosa Parks Station,Intermodal Transportation Center,Orlando,2
3564,Bicycle,board485,16.3,US Bank Stadium,East/West Boulevard,Aurora,4
3564,Bike,ground556,61.28,Nicollet Mall Station,Scaleybark Station,Colorado Springs,0
3565,Bicycle,both565,17.68,Metro Center,Hemming Park,Oakland,0
3565,Bicycle,decade755,68.37,Culver Drive Station,Mountain Metro Station,Henderson,1
3565,Bike,management684,29.83,Horizon Ridge,Tower District,New Orleans,4
3565,Car,recently555,42.85,Amtrak Station,Tower City Station,New York,1
3565,Car,single245,14.19,Los Ranchos/Journal Center,City Market,Plano,5
3565,Car,size977,99.23,King Street Station,Ayers Station,Columbus,5
